region_key,image,json_file,shape_idx,label,expected_sku,review_status,scorability,reviewer,notes,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_path,overlay_path,crop_exists,ocr_crop_suggestion,rotation_ocr_suggestions,verified,sku_digit_class
1770339221260_0244_1246_09-002.jpg|RDC_SKU|4430|624|4542|657,1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.json,76,RDC_SKU,N/A,non_scorable,non-scorable,,Way too blurry,4430,624,4542,657,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1246_09-002/076_RDC_SKU_4430_624_4542_657.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1246_09-002_labels.jpg,yes,,,yes,
1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1215|1033|1511|1155,1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.json,0,Pallet_SKU,1006789293,scorable,scorable,,,1215,1033,1511,1155,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1250_09-001/000_Pallet_SKU_1215_1033_1511_1155.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1250_09-001_labels.jpg,yes,1006789293,-10.0:1006789293|-5.0:1006789293|0.0:1006789293|5.0:1006789293|10.0:1006789293|180.0:1006789293,yes,
1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1284|259|1511|362,1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.json,2,Pallet_SKU,1006810947,scorable,scorable,,,1284,259,1511,362,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1250_09-001/002_Pallet_SKU_1284_259_1511_362.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1250_09-001_labels.jpg,yes,1006810947,-10.0:1006810947|-5.0:1006810947|0.0:1006810947|5.0:1006810947|10.0:1006810947|180.0:1006810947,yes,
1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1944|34|2192|146,1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.json,4,Pallet_SKU,1011116438,scorable,scorable,,,1944,34,2192,146,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1250_09-001/004_Pallet_SKU_1944_34_2192_146.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1250_09-001_labels.jpg,yes,1011116438,-10.0:1011116438|-5.0:1011116438|0.0:1011116438|5.0:1011116438|10.0:1011116438|180.0:1011116438,yes,
1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1987|1341|2284|1455,1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.json,6,Pallet_SKU,1000035351,scorable,scorable,,,1987,1341,2284,1455,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1250_09-001/006_Pallet_SKU_1987_1341_2284_1455.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1250_09-001_labels.jpg,yes,1000035351,-10.0:1000035351|-5.0:1000035351|0.0:1000035351|5.0:1000035351|10.0:1000035351|180.0:1000035351,yes,
1770339221260_0244_1250_09-001.jpg|Pallet_SKU|3560|1318|3887|1385,1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.json,9,Pallet_SKU,1005316881,scorable,scorable,,,3560,1318,3887,1385,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1250_09-001/009_Pallet_SKU_3560_1318_3887_1385.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1250_09-001_labels.jpg,yes,1005316881,-10.0:1005316881|-5.0:1005316881|0.0:1005316881|5.0:1005316881|10.0:1005316881|180.0:1005316881,yes,
1770339221260_0244_1250_09-001.jpg|Other_SKU|3464|856|3662|932,1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.json,11,Other_SKU,N/A,non_scorable,non-scorable,,Some objects in the way,3464,856,3662,932,research_outputs/golden_dataset_local_tests/crops/1770339221260_0244_1250_09-001/011_Other_SKU_3464_856_3662_932.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339221260_0244_1250_09-001_labels.jpg,yes,1075316881,-10.0:1005316881|-5.0:1005316881|0.0:1075316881|5.0:1005316881|10.0:1005316881|180.0:1005316881,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1053|831|1185|875,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,32,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Completely blurry,1053,831,1185,875,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/032_Printed_on_Box_SKU_1053_831_1185_875.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|989|986|1117|1037,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,34,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,too blurry,989,986,1117,1037,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/034_Printed_on_Box_SKU_989_986_1117_1037.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1242|653|1310|781,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,36,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Vertical and way too blurry,1242,653,1310,781,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/036_Printed_on_Box_SKU_1242_653_1310_781.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1170|934|1233|1076,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,38,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Way too blurry,1170,934,1233,1076,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/038_Printed_on_Box_SKU_1170_934_1233_1076.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008129258,-10.0:1008129258|-5.0:1008129258|0.0:1008129258|10.0:1008129258|180.0:1008129258,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|1584|565|1657|603,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,40,RDC_SKU,N/A,non_scorable,non-scorable,,Cut off and blurry,1584,565,1657,603,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/040_RDC_SKU_1584_565_1657_603.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1546|485|1690|533,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,42,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Way too blurry,1546,485,1690,533,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/042_Printed_on_Box_SKU_1546_485_1690_533.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,191194,-10.0:191104|-5.0:191194|0.0:191194|10.0:191194|180.0:191104,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1512|647|1632|699,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,44,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Way too blurry,1512,647,1632,699,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/044_Printed_on_Box_SKU_1512_647_1632_699.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|1598|737|1726|784,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,46,RDC_SKU,N/A,non_scorable,non-scorable,,Last digit is cut off,1598,737,1726,784,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/046_RDC_SKU_1598_737_1726_784.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946376,-10.0:1011946375|-5.0:1011946379|0.0:1011946375|5.0:1011946375|10.0:1011946374|180.0:1011946375,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1491|771|1658|826,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,48,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Last 3 numbers cut off,1491,771,1658,826,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/048_Printed_on_Box_SKU_1491_771_1658_826.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|1417|854|1539|893,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,50,RDC_SKU,N/A,non_scorable,non-scorable,,Too blurry,1417,854,1539,893,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/050_RDC_SKU_1417_854_1539_893.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1310708628,-10.0:1310708628|-5.0:1310708628|0.0:1310708628|5.0:1310708628|10.0:1310708628|180.0:1310708628,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|1454|980|1583|1034,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,52,RDC_SKU,N/A,non_scorable,non-scorable,,Too blurry,1454,980,1583,1034,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/052_RDC_SKU_1454_980_1583_1034.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708625,-10.0:1010708625|-5.0:1010708625|0.0:1010708625|5.0:1010706625|10.0:1019708625|180.0:1010708625,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1875|510|2025|554,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,54,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Cut off and blurry,1875,510,2025,554,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/054_Printed_on_Box_SKU_1875_510_2025_554.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,101198,-10.0:101198|-5.0:101598|0.0:101198|5.0:101498|10.0:101198|180.0:101498,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|1815|667|1945|714,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,56,RDC_SKU,N/A,non_scorable,non-scorable,,Too blurry,1815,667,1945,714,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/056_RDC_SKU_1815_667_1945_714.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120249,-10.0:1008120249|-5.0:1003120249|0.0:1003120249|5.0:1008120249|10.0:1008120249|180.0:1003120249,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1857|622|2009|662,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,58,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Cut off by object,1857,622,2009,662,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/058_Printed_on_Box_SKU_1857_622_2009_662.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1080430249,,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|1802|768|1934|818,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,60,RDC_SKU,1609120249,scorable,scorable,,Blurry but readable,1802,768,1934,818,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/060_RDC_SKU_1802_768_1934_818.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1609120249,-10.0:120249|-5.0:120249|0.0:120249|5.0:1609120249|10.0:1009120249|180.0:120249,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1799|804|1955|858,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,62,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Too blurry,1799,804,1955,858,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/062_Printed_on_Box_SKU_1799_804_1955_858.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120243,-10.0:1008120243|-5.0:1008120249|0.0:1008120249|5.0:1008120249|10.0:1008120249|180.0:1008120243,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1800|930|1958|978,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,64,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Last digits too blurry,1800,930,1958,978,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/064_Printed_on_Box_SKU_1800_930_1958_978.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120241,0.0:1008120244|10.0:1008120249|180.0:1008120244,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|2272|652|2417|732,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,66,RDC_SKU,1011946395,scorable,scorable,,Slightly blurry,2272,652,2417,732,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/066_RDC_SKU_2272_652_2417_732.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946395,-10.0:1011946395|-5.0:1011946395|0.0:1011946395|5.0:1011946395|10.0:1011946395|180.0:1011946395,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2259|814|2426|868,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,68,Printed_on_Box_SKU,1011946379,scorable,scorable,,Little blurry,2259,814,2426,868,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/068_Printed_on_Box_SKU_2259_814_2426_868.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946379,-10.0:1011946379|-5.0:1011946379|0.0:1011946379|5.0:1011946379|10.0:1011946379|180.0:1011946379,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2550|289|2710|341,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,70,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Way too blurry,2550,289,2710,341,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/070_Printed_on_Box_SKU_2550_289_2710_341.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946362,-10.0:1011946362|-5.0:1011946362|0.0:1011946362|5.0:1011946362|10.0:1011946362|180.0:1011946362,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2560|450|2722|496,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,72,Printed_on_Box_SKU,1011946382,scorable,scorable,,Slightly blurry but readable,2560,450,2722,496,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/072_Printed_on_Box_SKU_2560_450_2722_496.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946382,-10.0:1011946382|-5.0:1011946382|0.0:1011946382|5.0:1011946382|10.0:1011946382|180.0:1011946382,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2608|614|2785|664,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,74,Printed_on_Box_SKU,1008120252,scorable,scorable,,Slightly blurry,2608,614,2785,664,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/074_Printed_on_Box_SKU_2608_614_2785_664.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120252,-10.0:1008120252|-5.0:1008120252|0.0:1008120252|5.0:1008120252|10.0:1008120252|180.0:1008120252,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|2537|743|2682|789,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,76,RDC_SKU,1008120252,scorable,scorable,,Slightly blurry,2537,743,2682,789,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/076_RDC_SKU_2537_743_2682_789.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120252,-10.0:1008120252|-5.0:1008120252|0.0:1008120252|5.0:1008120252|10.0:1008120252|180.0:1008120252,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2607|809|2788|852,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,78,Printed_on_Box_SKU,1008120252,scorable,scorable,,,2607,809,2788,852,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/078_Printed_on_Box_SKU_2607_809_2788_852.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120252,-10.0:1008120252|-5.0:1008120252|0.0:1008120252|5.0:1008120252|10.0:1008120252|180.0:1008120252,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|2532|950|2683|992,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,80,RDC_SKU,1008120252,scorable,scorable,,Slightly blurry,2532,950,2683,992,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/080_RDC_SKU_2532_950_2683_992.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1008120252,-10.0:1008120252|-5.0:1009120252|0.0:1008120252|5.0:1008120252|10.0:1009120252|180.0:1008120252,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|2970|375|3065|430,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,82,RDC_SKU,N/A,non_scorable,non-scorable,,Cut off and blurry,2970,375,3065,430,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/082_RDC_SKU_2970_375_3065_430.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,101194,-10.0:101194|-5.0:101194|0.0:101194|5.0:101194|10.0:101194|180.0:101194,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2964|606|3131|645,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,84,Printed_on_Box_SKU,1011946395,scorable,scorable,,Slightly blurry,2964,606,3131,645,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/084_Printed_on_Box_SKU_2964_606_3131_645.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946395,-10.0:1011946395|-5.0:1011946395|0.0:1011946395|5.0:1011946395|10.0:1011946395|180.0:1011946395,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2969|797|3144|847,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,86,Printed_on_Box_SKU,1011946395,scorable,scorable,,Cut off but still readable,2969,797,3144,847,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/086_Printed_on_Box_SKU_2969_797_3144_847.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1011946395,-10.0:1011946395|-5.0:946395|0.0:1011946395|5.0:1011946395|10.0:946395|180.0:1011946395,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|3390|306|3585|347,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,88,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Some digits too blurry,3390,306,3585,347,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/088_Printed_on_Box_SKU_3390_306_3585_347.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708049,-10.0:1010706649|-5.0:1010708049|0.0:1010706649|5.0:1010706649|10.0:1010706649|180.0:1010706649,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|3402|429|3603|475,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,90,Printed_on_Box_SKU,1010708649,scorable,scorable,,Slightly blurry,3402,429,3603,475,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/090_Printed_on_Box_SKU_3402_429_3603_475.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708649,-10.0:1010708064|-5.0:1010708649|0.0:1010708649|5.0:1010708649|10.0:101070|180.0:1010708649,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|3347|495|3494|531,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,92,RDC_SKU,1010708649,scorable,scorable,,Blurry but readable,3347,495,3494,531,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/092_RDC_SKU_3347_495_3494_531.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708649,-10.0:1010708649|-5.0:1010708649|0.0:1010708649|5.0:1010708649|10.0:1010708649|180.0:1010708649,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|3401|563|3604|604,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,94,Printed_on_Box_SKU,1010708649,scorable,scorable,,Slightly blurry,3401,563,3604,604,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/094_Printed_on_Box_SKU_3401_563_3604_604.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708649,-10.0:1010708649|-5.0:1010708649|0.0:1010708649|5.0:1010708649|10.0:1010708649|180.0:1010708649,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|3339|633|3491|677,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,96,RDC_SKU,1010708649,scorable,scorable,,Slightly blurry,3339,633,3491,677,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/096_RDC_SKU_3339_633_3491_677.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708649,-10.0:1010708649|-5.0:1010708649|0.0:1010708649|5.0:1010708649|10.0:1010708649|180.0:1010708649,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|3400|695|3611|741,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,98,Printed_on_Box_SKU,1010708649,scorable,scorable,,blurry but readable,3400,695,3611,741,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/098_Printed_on_Box_SKU_3400_695_3611_741.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708649,-10.0:1010708649|-5.0:1010708649|0.0:1010708649|5.0:1010708649|10.0:1010708649|180.0:1010708649,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|3461|761|3566|798,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,100,RDC_SKU,N/A,non_scorable,non-scorable,,Cut off at the end,3461,761,3566,798,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/100_RDC_SKU_3461_761_3566_798.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,101070,-10.0:101070|-5.0:101070|0.0:101070|180.0:101070,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|3436|907|3579|944,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,102,RDC_SKU,101070864,scorable,scorable,,See why OCR cannot read,3436,907,3579,944,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/102_RDC_SKU_3436_907_3579_944.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|3404|838|3619|880,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,104,Printed_on_Box_SKU,N/A,non_scorable,non-scorable,,Last two digits cut off,3404,838,3619,880,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/104_Printed_on_Box_SKU_3404_838_3619_880.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708640,10.0:1010708640,yes,
1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|3960|814|4179|859,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,106,Printed_on_Box_SKU,1010708633,scorable,scorable,,cut off but still readable,3960,814,4179,859,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/106_Printed_on_Box_SKU_3960_814_4179_859.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,1010708633,-10.0:1010708632|-5.0:1010708632|0.0:1010708633|5.0:1010708633|10.0:1010708633|180.0:1010708633,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|4487|630|4536|753,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,108,RDC_SKU,N/A,non_scorable,non-scorable,,Too blurry,4487,630,4536,753,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/108_RDC_SKU_4487_630_4536_753.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
1770339358311_0244_1028_10-001.jpg|RDC_SKU|3459|360|3523|397,1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.json,110,RDC_SKU,N/A,non_scorable,non-scorable,,Not readable at all,3459,360,3523,397,research_outputs/golden_dataset_local_tests/crops/1770339358311_0244_1028_10-001/110_RDC_SKU_3459_360_3523_397.jpg,research_outputs/golden_dataset_local_tests/label_overlays_expected_sku/1770339358311_0244_1028_10-001_labels.jpg,yes,,,yes,
