image,region_key,class,expected_sku,sku_digit_class,scorable,any_compatible_track_center_hit,detected,det_id,seg_found,ocr_found,predicted_sku,raw_crop_gt_coverage,buffered_crop_gt_coverage,ocr_exact_match,raw_segmentation_iou_proxy,raw_segmentation_gt_coverage,raw_segmentation_precision_proxy,post_segmentation_iou_proxy,post_segmentation_gt_coverage,post_segmentation_precision_proxy,failure_category
1770339221260_0244_1066_09-012.jpg,1770339221260_0244_1066_09-012.jpg|Other_SKU|4982|2759|5100|2794,other,N/A,not-visible,no,yes,yes,84,yes,no,,0.5084745762711864,0.7714285714285715,n/a,0.7854368932038835,0.8880351262349067,0.8717672413793104,0.6093645484949832,1.0,0.6093645484949832,poor_crop_coverage
1770339221260_0244_1066_09-012.jpg,1770339221260_0244_1066_09-012.jpg|Other_SKU|5040|1629|5140|1666,other,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1071_09-011.jpg,1770339221260_0244_1071_09-011.jpg|Pallet_SKU|1111|90|1365|199,pallet,1007470322,10-digit,yes,yes,yes,1,yes,yes,1007470322,1.0,1.0,yes,0.7831978319783198,0.9161031276415892,0.8437135072012456,0.3328058515314555,1.0,0.3328058515314555,correct
1770339221260_0244_1071_09-011.jpg,1770339221260_0244_1071_09-011.jpg|Pallet_SKU|2013|1106|2293|1210,pallet,1002671570,10-digit,yes,yes,yes,2,yes,yes,1002671570,1.0,1.0,yes,0.8058624923265807,0.8649316422335694,0.921875,0.37369198571956175,1.0,0.37369198571956175,correct
1770339221260_0244_1071_09-011.jpg,1770339221260_0244_1071_09-011.jpg|Pallet_SKU|3438|920|3800|1033,pallet,1005565836,10-digit,yes,yes,yes,0,yes,yes,1005565836,1.0,1.0,yes,0.8366431162879511,0.9193243810323122,0.9029366306027821,0.3713645660855167,1.0,0.3713645660855167,correct
1770339221260_0244_1106_09-009.jpg,1770339221260_0244_1106_09-009.jpg|Pallet_SKU|1554|204|1801|293,pallet,1002671564,10-digit,yes,yes,yes,3,yes,yes,1002671564,1.0,1.0,yes,0.7717889908256881,0.9372254954472415,0.8138604651162791,0.3258858439518241,1.0,0.3258858439518241,correct
1770339221260_0244_1106_09-009.jpg,1770339221260_0244_1106_09-009.jpg|Pallet_SKU|1917|0|2176|100,pallet,1010347262,10-digit,yes,yes,yes,7,yes,yes,1010347262,0.99,1.0,yes,0.8113654301499605,0.927797833935018,0.8660488626790227,0.3779542907265728,1.0,0.3779542907265728,correct
1770339221260_0244_1106_09-009.jpg,1770339221260_0244_1106_09-009.jpg|Pallet_SKU|1519|1207|1815|1272,pallet,1009536803,10-digit,yes,yes,yes,4,yes,yes,1009536803,1.0,1.0,yes,0.7721453287197232,0.7958983504235398,0.9627871858483443,0.5878503193117643,0.9931341952741863,0.5902490726020138,correct
1770339221260_0244_1106_09-009.jpg,1770339221260_0244_1106_09-009.jpg|Pallet_SKU|2101|864|2411|939,pallet,1005565048,10-digit,yes,yes,yes,1,yes,yes,1005565048,1.0,1.0,yes,0.6947181850407657,0.7917104306374727,0.8500910904832133,0.40713815789473684,1.0,0.40713815789473684,correct
1770339221260_0244_1106_09-009.jpg,1770339221260_0244_1106_09-009.jpg|Pallet_SKU|3371|544|3692|639,pallet,1011116438,10-digit,yes,yes,yes,2,yes,yes,1011116438,1.0,1.0,yes,0.8162092781614816,0.8969037544495937,0.9007149602050452,0.3721598720223961,1.0,0.3721598720223961,correct
1770339221260_0244_1135_09-008.jpg,1770339221260_0244_1135_09-008.jpg|Pallet_SKU|2436|426|2871|517,pallet,1001187887,10-digit,yes,yes,yes,1,yes,yes,1001187887,1.0,1.0,yes,0.701122948459545,0.8363027518997124,0.8126486170789704,0.450894357149916,0.9793929506718757,0.4552130100768233,correct
1770339221260_0244_1135_09-008.jpg,1770339221260_0244_1135_09-008.jpg|Pallet_SKU|4286|660|4686|774,pallet,1001207521,10-digit,yes,yes,yes,0,yes,yes,1001207521,1.0,1.0,yes,0.8179815936443011,0.8286716072993864,0.9844741077345451,0.49751224056931037,1.0,0.49751224056931037,correct
1770339221260_0244_1143_09-007.jpg,1770339221260_0244_1143_09-007.jpg|Pallet_SKU|1434|1140|1728|1234,pallet,1009108469,10-digit,yes,yes,yes,1,yes,yes,1009108469,1.0,1.0,yes,0.7910007859575583,0.8690364826941066,0.898051754907793,0.3706064323430583,1.0,0.3706064323430583,correct
1770339221260_0244_1143_09-007.jpg,1770339221260_0244_1143_09-007.jpg|Pallet_SKU|1921|956|2240|1093,pallet,1003060743,10-digit,yes,yes,yes,0,yes,yes,1003060743,1.0,1.0,yes,0.7897974400397664,0.8822794474908031,0.8828309487428809,0.3233023652439298,1.0,0.3233023652439298,correct
1770339221260_0244_1143_09-007.jpg,1770339221260_0244_1143_09-007.jpg|Pallet_SKU|3029|446|3379|561,pallet,1001294717,10-digit,yes,yes,yes,2,yes,yes,1001294717,1.0,1.0,yes,0.6853880858116196,0.9246630644059375,0.7259252035691648,0.28641821577870674,1.0,0.28641821577870674,correct
1770339221260_0244_1143_09-007.jpg,1770339221260_0244_1143_09-007.jpg|Pallet_SKU|1530|0|1803|73,pallet,1005404920,10-digit,yes,yes,yes,5,yes,no,,0.9315068493150684,1.0,no,0.6123893805309735,0.7815572681371247,0.7388519030272579,0.31675392670157065,0.9968110550093011,0.31707523245984787,ocr_missing
1770339221260_0244_1172_09-006.jpg,1770339221260_0244_1172_09-006.jpg|Pallet_SKU|2514|830|2802|911,pallet,359253,6-digit,yes,yes,yes,1,yes,yes,359253,1.0,1.0,yes,0.72612552777646,0.9375229694965086,0.7630490054339698,0.4021380363564708,1.0,0.4021380363564708,correct
1770339221260_0244_1172_09-006.jpg,1770339221260_0244_1172_09-006.jpg|Handwritte_SKU|737|1981|955|2046,handwritten,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1172_09-006.jpg,1770339221260_0244_1172_09-006.jpg|Handwritte_SKU|1375|1977|1522|2034,handwritten,357122,6-digit,yes,yes,yes,22,no,yes,357122,0.9473684210526315,1.0,yes,0.0,0.0,0.0,0.0,0.0,0.0,segmentation_missing
1770339221260_0244_1172_09-006.jpg,1770339221260_0244_1172_09-006.jpg|Handwritte_SKU|1710|1993|1889|2072,handwritten,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1172_09-006.jpg,1770339221260_0244_1172_09-006.jpg|Handwritte_SKU|1731|1839|1885|1897,handwritten,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1172_09-006.jpg,1770339221260_0244_1172_09-006.jpg|Handwritte_SKU|1561|1830|1728|1915,handwritten,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1178_09-005.jpg,1770339221260_0244_1178_09-005.jpg|Pallet_SKU|1988|923|2336|1066,pallet,1003060743,10-digit,yes,yes,yes,0,yes,yes,1003060743,1.0,1.0,yes,0.8435686766002878,0.9083774867539738,0.9220192795535261,0.38313193021429803,1.0,0.38313193021429803,correct
1770339221260_0244_1211_09-004.jpg,1770339221260_0244_1211_09-004.jpg|Pallet_SKU|2806|612|3240|713,pallet,1005565837,10-digit,yes,yes,yes,1,yes,yes,1005565837,1.0,1.0,yes,0.7968923418423973,0.9396083753392788,0.8399116156145747,0.3126107971332899,1.0,0.3126107971332899,correct
1770339221260_0244_1211_09-004.jpg,1770339221260_0244_1211_09-004.jpg|Pallet_SKU|4167|671|4536|784,pallet,1002922129,10-digit,yes,yes,yes,0,yes,yes,1002922129,1.0,1.0,yes,0.6637176470588235,0.9539398038552587,0.6856920608682969,0.28517696981386825,1.0,0.28517696981386825,correct
1770339221260_0244_1215_09-003.jpg,1770339221260_0244_1215_09-003.jpg|Pallet_SKU|1376|1393|1700|1477,pallet,1006296712,10-digit,yes,yes,yes,0,yes,yes,1006296712,1.0,1.0,yes,0.5576511320668762,0.8340260271172583,0.6272610812195747,0.309263326856467,0.9976834502963821,0.30948556452635584,correct
1770339221260_0244_1215_09-003.jpg,1770339221260_0244_1215_09-003.jpg|Other_SKU|1381|1155|1550|1214,other,1006296710,10-digit,yes,no,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1215_09-003.jpg,1770339221260_0244_1215_09-003.jpg|Pallet_SKU|3055|1071|3436|1194,pallet,1003194237,10-digit,yes,yes,yes,1,yes,yes,1003194237,1.0,1.0,yes,0.8081933633756657,0.8544698544698545,0.9371971496437055,0.42024791131982747,1.0,0.42024791131982747,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|789|275|1066|338,pallet,1006104733,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|807|221|1079|295,pallet,1005004961,10-digit,yes,yes,yes,0,yes,yes,1006104733,1.0,1.0,no,0.2702300560833238,0.9605370219690805,0.27326388888888886,0.10715375561271198,1.0,0.10715375561271198,ocr_incorrect
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|819|175|1094|241,pallet,1004183406,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|1217|290|1513|353,pallet,1006228875,10-digit,yes,yes,yes,9,yes,yes,1006228875,1.0,1.0,yes,0.3139637779482036,0.8646628757108042,0.3301898498573024,0.17580189083430922,1.0,0.17580189083430922,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|1248|231|1526|295,pallet,1006148513,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|1256|183|1535|247,pallet,1006104734,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|1655|265|1956|330,pallet,1008504543,10-digit,yes,yes,yes,7,yes,yes,1008504543,1.0,1.0,yes,0.3207077158916709,0.9649274526760834,0.3244902575370795,0.15680986032214805,1.0,0.15680986032214805,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|1665|216|1964|272,pallet,1006623440,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|1692|170|1975|228,pallet,1006228913,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|2102|258|2413|345,pallet,1009064275,10-digit,yes,yes,yes,3,yes,yes,1009064275,1.0,1.0,yes,0.27051250309482544,0.9753615425816818,0.27237373485566135,0.11972553546235731,1.0,0.11972553546235731,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|2110|214|2417|291,pallet,1009037434,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|2125|169|2424|237,pallet,1008986170,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|2588|276|2873|337,pallet,1011204365,10-digit,yes,yes,yes,10,yes,yes,1011204365,1.0,1.0,yes,0.24289368447598803,0.817608537472714,0.25680874566716183,0.15868372943327239,1.0,0.15868372943327239,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|2585|230|2873|288,pallet,1011204364,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|2584|180|2869|236,pallet,1010644841,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3053|305|3318|386,pallet,1012318217,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3048|250|3313|335,pallet,1011695219,10-digit,yes,yes,yes,5,yes,yes,1012318217,1.0,1.0,no,0.23105659489351688,0.8933242351870806,0.23761268074293665,0.11313107920333487,1.0,0.11313107920333487,ocr_incorrect
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3049|203|3310|278,pallet,1011695218,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3485|321|3762|425,pallet,1013083248,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3476|275|3760|378,pallet,1012652404,10-digit,yes,yes,yes,2,yes,yes,1013083248,1.0,1.0,no,0.23105418832380897,0.9536565129785469,0.23367797397769516,0.09089635854341736,1.0,0.09089635854341736,ocr_incorrect
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3478|228|3746|327,pallet,1012603791,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3904|403|4180|487,pallet,1014340074,10-digit,yes,yes,yes,6,yes,yes,1014340074,1.0,1.0,yes,0.25545682251908397,0.9549660015605841,0.25857177351201255,0.09928724793589659,1.0,0.09928724793589659,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3900|354|4170|429,pallet,1014107268,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|3893|301|4163|385,pallet,1013994961,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|4330|442|4590|527,pallet,1014806051,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|4303|387|4565|480,pallet,1014729559,10-digit,yes,yes,yes,1,yes,yes,1014806051,1.0,1.0,no,0.2603554562168788,0.8514501296863947,0.2727444389893878,0.103676722241236,1.0,0.103676722241236,ocr_incorrect
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|Pallet_SKU|4294|347|4549|438,pallet,1014481956,10-digit,yes,yes,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|2045|660|2094|715,rdc,N/A,not-visible,no,yes,yes,34,yes,no,,1.0,1.0,n/a,0.6370777690494894,0.8991130820399114,0.6861252115059222,0.30160857908847183,0.9977827050997783,0.30181086519114686,not_ocr_scorable
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|2730|440|2777|562,rdc,N/A,not-visible,no,yes,yes,29,yes,no,,0.9754098360655737,1.0,n/a,0.6157245871132822,1.0,0.6157245871132822,0.33922850185825965,1.0,0.33922850185825965,not_ocr_scorable
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|2734|386|2882|431,rdc,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|2623|602|2674|649,rdc,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|2995|551|3053|675,rdc,1006228875,10-digit,yes,yes,yes,4,yes,yes,1006228875,0.9406284760845384,1.0,yes,0.5621943440357219,0.8078215704246868,0.648993618065783,0.36407119021134593,1.0,0.36407119021134593,correct
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|2962|392|3005|508,rdc,N/A,not-visible,no,yes,yes,8,yes,yes,1006228878,0.9061748195669607,1.0,n/a,0.6518873576992211,0.848012470771629,0.7381275440976933,0.36552706552706554,1.0,0.36552706552706554,not_ocr_scorable
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|3980|641|4128|681,rdc,N/A,not-visible,no,yes,yes,11,yes,yes,1014107203,0.91875,1.0,n/a,0.19955654101995565,0.3460207612456747,0.3203987184051264,0.23939488459139113,0.590157631680123,0.2871305649083427,not_ocr_scorable
1770339221260_0244_1246_09-002.jpg,1770339221260_0244_1246_09-002.jpg|RDC_SKU|4430|624|4542|657,rdc,N/A,not-visible,no,yes,yes,12,yes,no,,1.0,1.0,n/a,0.2829338250358533,1.0,0.2829338250358533,0.14868647717484926,1.0,0.14868647717484926,not_ocr_scorable
1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1215|1033|1511|1155,pallet,1006789293,10-digit,yes,yes,yes,3,yes,yes,1006789293,1.0,1.0,yes,0.6077530670550669,0.90665218118001,0.6483207840325087,0.29540573234255807,1.0,0.29540573234255807,correct
1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1284|259|1511|362,pallet,1006810947,10-digit,yes,yes,yes,4,yes,yes,1006810947,1.0,1.0,yes,0.7315687955422203,0.9471420643729189,0.7627080773097978,0.29590705693994007,1.0,0.29590705693994007,correct
1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1944|34|2192|146,pallet,1011116438,10-digit,yes,yes,yes,1,yes,yes,1011116438,1.0,1.0,yes,0.8404775885691916,0.938169106401573,0.889763779527559,0.3582218048055099,1.0,0.3582218048055099,correct
1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.jpg|Pallet_SKU|1987|1341|2284|1455,pallet,1000035351,10-digit,yes,yes,yes,0,yes,yes,1000035351,1.0,1.0,yes,0.7604225975833492,0.867369028719873,0.8604767699906937,0.3879402049157382,1.0,0.3879402049157382,correct
1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.jpg|Pallet_SKU|3560|1318|3887|1385,pallet,1005316881,10-digit,yes,yes,yes,7,yes,yes,1005316881,1.0,1.0,yes,0.9287539547335119,0.9915556999025658,0.9361584692751135,0.4581436181293337,1.0,0.4581436181293337,correct
1770339221260_0244_1250_09-001.jpg,1770339221260_0244_1250_09-001.jpg|Other_SKU|3464|856|3662|932,other,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1053|831|1185|875,printedonbox,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|989|986|1117|1037,printedonbox,N/A,not-visible,no,yes,yes,50,yes,no,,0.8235294117647058,0.9803921568627451,n/a,0.6744989633724948,0.7848813831926015,0.8274692666384061,0.38616852146263914,0.9766787293928428,0.3897625160462131,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1242|653|1310|781,printedonbox,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1170|934|1233|1076,printedonbox,N/A,not-visible,no,no,no,,no,no,,0.0,0.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|1584|565|1657|603,rdc,N/A,not-visible,no,yes,yes,18,yes,no,,0.7631578947368421,0.9473684210526315,n/a,0.7897392767031118,0.8528610354223434,0.9143135345666992,0.5195052331113226,0.9918256130790191,0.5217391304347826,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1546|485|1690|533,printedonbox,N/A,not-visible,no,yes,yes,54,yes,no,,0.6487268518518519,0.9317129629629629,n/a,0.7160955945868126,0.923848439821694,0.761015911872705,0.37156659765355415,1.0,0.37156659765355415,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1512|647|1632|699,printedonbox,N/A,not-visible,no,yes,yes,34,yes,no,,0.8269230769230769,0.9423076923076923,n/a,0.7537248028045574,0.8638874937217479,0.8552958727001492,0.36305616338439095,1.0,0.36305616338439095,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|1598|737|1726|784,rdc,N/A,not-visible,no,yes,yes,11,yes,yes,1011946375,0.8726728723404256,1.0,n/a,0.733103448275862,0.9369766416923755,0.7711280377221618,0.36050206545916746,1.0,0.36050206545916746,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1491|771|1658|826,printedonbox,N/A,not-visible,no,yes,yes,72,yes,no,,0.5945563418617311,0.8002177463255308,n/a,0.7049796429689946,0.8851749901690916,0.775939331265081,0.3668594035301278,0.9480928037750688,0.3743788819875776,poor_crop_coverage
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|1417|854|1539|893,rdc,N/A,not-visible,no,yes,yes,5,yes,yes,1310708628,0.9663724253888188,1.0,n/a,0.7773837667454688,0.9536007733204447,0.8079443079443079,0.37414104882459315,1.0,0.37414104882459315,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|1454|980|1583|1034,rdc,N/A,not-visible,no,yes,yes,2,yes,yes,1019706625,0.8298880275624462,1.0,n/a,0.8121031004856182,0.9306506849315068,0.8644135188866799,0.35420773313116,1.0,0.35420773313116,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1875|510|2025|554,printedonbox,N/A,not-visible,no,yes,yes,61,yes,no,,0.6872727272727273,0.9318181818181818,n/a,0.6829268292682927,0.7610008628127696,0.8693937900443568,0.5011215791834903,0.9637618636755824,0.510745313214449,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|1815|667|1945|714,rdc,N/A,not-visible,no,yes,yes,1,yes,yes,1000470249,0.9289689034369886,1.0,n/a,0.6226586102719033,1.0,0.6226586102719033,0.26624467123110707,1.0,0.26624467123110707,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1857|622|2009|662,printedonbox,N/A,not-visible,no,yes,yes,65,yes,no,,0.7597039473684211,0.875,n/a,0.4394127892510575,0.9876957494407159,0.4418313735301476,0.23741866949940246,1.0,0.23741866949940246,poor_crop_coverage
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|1802|768|1934|818,rdc,1609120249,10-digit,yes,yes,yes,6,yes,yes,120249,0.8534848484848485,1.0,no,0.7824497257769653,0.9014321819713563,0.8556577369052379,0.38154934104789456,1.0,0.38154934104789456,ocr_incorrect
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1799|804|1955|858,printedonbox,N/A,not-visible,no,yes,yes,29,yes,yes,1008120243,0.9259259259259259,1.0,n/a,0.7216223334211219,0.9045889732585012,0.7810718358038768,0.32319675629534783,1.0,0.32319675629534783,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|1800|930|1958|978,printedonbox,N/A,not-visible,no,yes,yes,17,yes,no,,0.9137658227848101,1.0,n/a,0.7604284103720406,0.9857508220679576,0.7688800227985181,0.301963812886143,1.0,0.301963812886143,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|RDC_SKU|2272|652|2417|732,rdc,1011946395,10-digit,yes,yes,yes,8,yes,yes,1011946395,0.9226724137931035,1.0,yes,0.462084187293079,0.9747256401729298,0.4676878889420775,0.24915071671223796,1.0,0.24915071671223796,correct
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2259|814|2426|868,printedonbox,1011946379,10-digit,yes,yes,yes,15,yes,yes,1011946379,0.8516300731869594,1.0,yes,0.8371633308623672,0.9366878628697816,0.8873755893137768,0.371431505442596,1.0,0.371431505442596,correct
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2550|289|2710|341,printedonbox,N/A,not-visible,no,yes,yes,19,yes,yes,1011946362,1.0,1.0,n/a,0.724382628441669,0.9059282925097621,0.7833026396562308,0.3315287748617159,1.0,0.3315287748617159,not_ocr_scorable
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2560|450|2722|496,printedonbox,1011946382,10-digit,yes,yes,yes,13,yes,yes,1011946382,0.9001610305958132,1.0,yes,0.761931980565876,0.8485041374920432,0.8819053919947073,0.39951573849878935,0.9977721196690006,0.39987244897959184,correct
1770339358311_0244_1028_10-001.jpg,1770339358311_0244_1028_10-001.jpg|Printed_on_Box_SKU|2608|614|2785|664,printedonbox,1008120252,10-digit,yes,yes,yes,20,yes,yes,1008120252,0.8259887005649718,1.0,yes,0.6974370605579496,0.9113811499703616,0.7481751824817519,0.35935669400362125,1.0,0.35935669400362125,correct
